Record,Date/Time,10,Tamb(C),Rh(%),Pres(hPa),Tir(¡æ),Rain,Vint(cm),Lqint(mm),CloudBase(km),0.000km,0.050km,0.100km,0.150km,0.200km,0.250km,0.300km,0.350km,0.400km,0.450km,0.500km,0.600km,0.700km,0.800km,0.900km,1.000km,1.100km,1.200km,1.300km,1.400km,1.500km,1.600km,1.700km,1.800km,1.900km,2.000km,2.250km,2.500km,2.750km,3.000km,3.250km,3.500km,3.750km,4.000km,4.250km,4.500km,4.750km,5.000km,5.250km,5.500km,5.750km,6.000km,6.250km,6.500km,6.750km,7.000km,7.250km,7.500km,7.750km,8.000km,8.250km,8.500km,8.750km,9.000km,9.250km,9.500km,9.750km,10.000km,VIS,MIN,ÎÂ¶È²î
542,2018-08-02 08:47:05,11,29.900,72.000,1002.000,9.99,0,5.039,0.136,3.610,29.900,29.526,29.176,28.799,28.400,28.077,27.779,27.481,27.114,26.822,26.437,25.992,25.458,24.994,24.489,23.971,23.356,22.763,22.201,21.730,21.197,20.620,20.030,19.469,18.976,18.201,17.064,15.717,14.433,13.185,11.874,10.583,9.232,7.819,6.393,4.885,3.442,2.046,0.729,-0.649,-1.958,-3.267,-4.644,-6.083,-7.530,-8.962,-10.127,-11.304,-12.511,-13.840,-15.312,-16.803,-18.225,-19.631,-21.181,-22.836,-24.587,-26.277,20000,10000,-5.016
546,2018-08-02 08:50:58,11,30.600,71.500,1002.000,22.51,0,5.017,0.148,1.021,30.600,29.924,29.445,28.964,28.404,27.994,27.607,27.235,26.676,26.275,25.722,25.151,24.463,23.915,23.256,22.662,21.948,21.263,20.605,20.202,19.718,19.145,18.556,18.057,17.653,17.023,16.102,14.958,13.821,12.789,11.667,10.573,9.409,8.122,6.747,5.239,3.823,2.450,1.164,-0.256,-1.548,-2.846,-4.252,-5.654,-6.979,-8.375,-9.541,-10.577,-11.636,-12.975,-14.478,-15.852,-17.079,-18.226,-19.544,-21.131,-22.962,-24.429,20000,10000,-4.234
550,2018-08-02 08:54:51,11,30.300,71.300,1001.900,-3.16,0,4.959,0.136,6.006,30.300,29.838,29.454,29.048,28.600,28.253,27.932,27.616,27.191,26.864,26.427,25.949,25.370,24.879,24.327,23.783,23.129,22.502,21.906,21.450,20.922,20.339,19.742,19.200,18.736,17.997,16.915,15.616,14.369,13.174,11.908,10.669,9.377,7.990,6.567,5.050,3.613,2.216,0.908,-0.487,-1.805,-3.124,-4.515,-5.946,-7.358,-8.785,-9.953,-11.093,-12.253,-13.591,-15.079,-16.535,-17.892,-19.221,-20.702,-22.344,-24.124,-25.750,20000,10000,-4.823
554,2018-08-02 08:58:44,11,30.100,69.800,1001.800,-3.46,0,4.932,0.127,5.957,30.100,29.700,29.334,28.946,28.538,28.203,27.906,27.600,27.224,26.908,26.499,26.029,25.463,24.970,24.423,23.856,23.174,22.536,21.931,21.421,20.853,20.248,19.634,19.057,18.552,17.755,16.612,15.266,13.985,12.757,11.481,10.216,8.873,7.463,6.039,4.544,3.115,1.725,0.398,-1.003,-2.354,-3.687,-5.060,-6.494,-7.954,-9.393,-10.575,-11.754,-12.971,-14.288,-15.735,-17.211,-18.632,-20.029,-21.528,-23.151,-24.865,-26.520,20000,10000,-4.997999999999999
558,2018-08-02 09:02:37,11,30.400,71.200,1002.000,-1.85,0,4.953,0.143,5.639,30.400,29.839,29.402,28.961,28.471,28.087,27.736,27.385,26.905,26.529,26.023,25.460,24.792,24.226,23.576,22.941,22.191,21.465,20.767,20.262,19.693,19.084,18.445,17.877,17.403,16.684,15.624,14.354,13.189,12.101,10.952,9.778,8.548,7.209,5.849,4.375,2.985,1.609,0.297,-1.115,-2.434,-3.742,-5.127,-6.561,-7.964,-9.392,-10.579,-11.700,-12.833,-14.164,-15.617,-17.020,-18.329,-19.596,-20.963,-22.531,-24.262,-25.793,20000,10000,-4.583
562,2018-08-02 09:06:30,11,30.200,71.800,1001.900,1.15,0,4.942,0.136,5.197,30.200,30.153,29.965,29.710,29.444,29.228,29.018,28.804,28.576,28.389,28.141,27.855,27.472,27.100,26.714,26.283,25.761,25.265,24.805,24.321,23.756,23.185,22.589,22.009,21.446,20.549,19.190,17.646,16.204,14.691,13.068,11.490,9.924,8.340,6.825,5.232,3.665,2.184,0.872,-0.473,-1.804,-3.168,-4.548,-6.074,-7.614,-9.098,-10.239,-11.574,-12.947,-14.295,-15.798,-17.403,-19.045,-20.674,-22.495,-24.247,-26.013,-27.871,20000,10000,-5.857999999999999
566,2018-08-02 09:10:23,11,30.600,70.600,1001.900,-2.34,0,4.943,0.141,5.938,30.600,30.193,29.843,29.462,29.031,28.706,28.404,28.109,27.706,27.401,26.993,26.568,26.038,25.591,25.073,24.570,23.949,23.372,22.821,22.387,21.878,21.307,20.727,20.199,19.734,18.982,17.881,16.567,15.258,14.005,12.669,11.387,10.037,8.615,7.155,5.606,4.118,2.705,1.405,0.003,-1.331,-2.670,-4.066,-5.493,-6.902,-8.323,-9.485,-10.620,-11.798,-13.120,-14.629,-16.111,-17.507,-18.850,-20.385,-22.067,-23.889,-25.528,20000,10000,-4.9769999999999985
570,2018-08-02 09:14:16,11,30.200,69.400,1001.800,-2.72,0,4.966,0.134,5.915,30.200,29.700,29.289,28.860,28.400,28.031,27.705,27.377,26.949,26.596,26.146,25.645,25.052,24.558,23.997,23.441,22.764,22.134,21.531,21.068,20.552,19.966,19.382,18.841,18.394,17.664,16.634,15.379,14.126,12.960,11.758,10.585,9.302,7.934,6.509,5.020,3.612,2.235,0.905,-0.504,-1.848,-3.173,-4.556,-5.939,-7.349,-8.758,-9.941,-11.046,-12.194,-13.507,-14.970,-16.421,-17.758,-19.074,-20.509,-22.136,-23.893,-25.512,20000,10000,-4.704000000000001
574,2018-08-02 09:18:09,11,30.200,69.500,1001.800,-2.1,0,4.941,0.143,5.685,30.200,29.830,29.479,29.104,28.707,28.381,28.089,27.791,27.426,27.114,26.712,26.252,25.693,25.196,24.653,24.086,23.404,22.758,22.148,21.624,21.037,20.428,19.803,19.217,18.697,17.883,16.701,15.318,14.033,12.776,11.470,10.167,8.816,7.382,5.952,4.452,3.023,1.620,0.289,-1.103,-2.450,-3.786,-5.161,-6.613,-8.084,-9.530,-10.708,-11.910,-13.145,-14.477,-15.924,-17.400,-18.831,-20.259,-21.787,-23.417,-25.125,-26.794,20000,10000,-5.106999999999999
578,2018-08-02 09:22:02,11,30.200,71.000,1001.800,23.65,0,4.987,0.152,0.976,30.200,29.708,29.302,28.882,28.426,28.062,27.733,27.407,26.979,26.638,26.197,25.701,25.114,24.618,24.059,23.518,22.866,22.244,21.644,21.189,20.674,20.101,19.513,18.967,18.508,17.786,16.738,15.468,14.226,13.062,11.846,10.645,9.357,7.989,6.589,5.097,3.683,2.308,0.998,-0.396,-1.705,-3.001,-4.377,-5.769,-7.165,-8.561,-9.731,-10.835,-11.975,-13.281,-14.743,-16.186,-17.524,-18.833,-20.281,-21.905,-23.664,-25.277,20000,10000,-4.724000000000002
582,2018-08-02 09:25:55,11,30.400,72.400,1001.800,24.47,0,4.943,0.239,1.195,30.400,30.128,29.837,29.510,29.138,28.850,28.565,28.308,27.969,27.728,27.407,27.064,26.626,26.237,25.823,25.420,24.935,24.446,23.990,23.604,23.126,22.598,22.047,21.530,21.054,20.293,19.129,17.751,16.407,15.047,13.576,12.166,10.748,9.282,7.800,6.211,4.688,3.255,1.966,0.636,-0.603,-1.873,-3.257,-4.683,-6.089,-7.472,-8.583,-9.740,-10.940,-12.276,-13.814,-15.323,-16.768,-18.211,-19.928,-21.673,-23.523,-25.296,20000,10000,-5.245999999999999
586,2018-08-02 09:29:49,11,30.300,71.400,1001.800,23.47,0,5.094,0.193,0.952,30.300,29.797,29.379,28.959,28.504,28.134,27.795,27.456,27.016,26.659,26.188,25.641,24.995,24.424,23.796,23.171,22.443,21.721,21.026,20.496,19.900,19.289,18.634,18.042,17.536,16.783,15.658,14.330,13.157,12.027,10.844,9.614,8.355,6.994,5.645,4.179,2.804,1.432,0.122,-1.271,-2.567,-3.846,-5.210,-6.650,-8.071,-9.492,-10.668,-11.819,-12.977,-14.305,-15.731,-17.133,-18.472,-19.800,-21.215,-22.777,-24.467,-26.044,20000,10000,-4.756000000000002
590,2018-08-02 09:33:41,11,30.200,70.700,1001.800,-2.33,0,4.880,0.147,5.826,30.200,29.849,29.516,29.151,28.759,28.448,28.160,27.873,27.512,27.224,26.842,26.418,25.893,25.432,24.927,24.409,23.783,23.191,22.633,22.158,21.608,21.021,20.421,19.862,19.360,18.563,17.396,16.028,14.723,13.439,12.079,10.756,9.389,7.951,6.503,4.971,3.506,2.091,0.781,-0.598,-1.922,-3.256,-4.639,-6.094,-7.546,-8.986,-10.146,-11.341,-12.570,-13.903,-15.384,-16.879,-18.319,-19.741,-21.317,-22.983,-24.745,-26.436,20000,10000,-5.123999999999999
594,2018-08-02 09:37:34,11,30.700,69.700,1001.700,1.6,0,4.843,0.141,5.087,30.700,30.186,29.778,29.356,28.881,28.519,28.187,27.857,27.400,27.041,26.562,26.050,25.425,24.895,24.282,23.685,22.962,22.282,21.630,21.145,20.588,19.981,19.358,18.806,18.335,17.595,16.520,15.239,14.013,12.857,11.634,10.430,9.163,7.790,6.380,4.870,3.444,2.052,0.748,-0.672,-2.012,-3.346,-4.736,-6.166,-7.567,-8.993,-10.170,-11.294,-12.446,-13.771,-15.240,-16.660,-17.995,-19.284,-20.699,-22.302,-24.064,-25.623,20000,10000,-4.7379999999999995
598,2018-08-02 09:41:27,11,30.400,72.700,1001.700,6.64,0,4.809,0.156,4.328,30.400,29.957,29.594,29.199,28.759,28.432,28.125,27.824,27.406,27.102,26.682,26.239,25.691,25.243,24.721,24.221,23.603,23.028,22.474,22.057,21.558,20.991,20.411,19.885,19.428,18.700,17.627,16.343,15.060,13.841,12.525,11.276,9.961,8.563,7.124,5.582,4.101,2.696,1.414,0.022,-1.289,-2.618,-4.024,-5.464,-6.855,-8.272,-9.424,-10.552,-11.712,-13.030,-14.540,-16.019,-17.400,-18.705,-20.204,-21.864,-23.691,-25.315,20000,10000,-4.859
602,2018-08-02 09:45:20,11,30.400,71.000,1001.700,-2.3,0,4.817,0.148,5.898,30.400,29.958,29.581,29.179,28.742,28.397,28.087,27.777,27.370,27.045,26.626,26.162,25.605,25.135,24.602,24.079,23.441,22.839,22.259,21.812,21.299,20.721,20.133,19.591,19.133,18.391,17.315,16.016,14.736,13.521,12.247,11.013,9.698,8.301,6.864,5.347,3.907,2.517,1.202,-0.197,-1.521,-2.836,-4.221,-5.624,-7.032,-8.442,-9.612,-10.733,-11.889,-13.206,-14.687,-16.150,-17.512,-18.847,-20.335,-21.981,-23.759,-25.408,20000,10000,-4.869999999999997
606,2018-08-02 09:49:13,11,30.600,70.600,1001.700,8.23,0,4.774,0.165,4.067,30.600,30.286,29.975,29.624,29.239,28.939,28.664,28.392,28.041,27.762,27.400,27.009,26.520,26.092,25.612,25.129,24.532,23.974,23.442,22.990,22.463,21.887,21.300,20.752,20.264,19.471,18.303,16.925,15.574,14.248,12.843,11.496,10.092,8.625,7.148,5.593,4.099,2.673,1.364,-0.023,-1.360,-2.702,-4.091,-5.526,-6.967,-8.393,-9.551,-10.728,-11.948,-13.267,-14.764,-16.273,-17.722,-19.142,-20.742,-22.436,-24.232,-25.942,20000,10000,-5.223000000000001
610,2018-08-02 09:53:06,11,30.200,71.100,1001.600,24.92,0,4.701,0.223,0.872,30.200,29.830,29.480,29.113,28.714,28.392,28.087,27.792,27.422,27.128,26.746,26.306,25.771,25.286,24.779,24.266,23.663,23.058,22.489,22.017,21.464,20.888,20.279,19.715,19.212,18.426,17.249,15.873,14.612,13.337,11.989,10.652,9.311,7.886,6.464,4.942,3.509,2.109,0.805,-0.551,-1.817,-3.090,-4.452,-5.895,-7.329,-8.741,-9.876,-11.058,-12.264,-13.610,-15.074,-16.525,-17.932,-19.362,-20.958,-22.611,-24.358,-26.061,20000,10000,-5.088999999999999
614,2018-08-02 09:57:00,11,30.700,70.900,1001.700,25.74,0,4.619,0.337,0.660,30.700,30.211,29.797,29.394,28.928,28.554,28.189,27.850,27.393,27.051,26.608,26.097,25.498,24.944,24.347,23.782,23.165,22.490,21.839,21.368,20.824,20.262,19.625,19.055,18.582,17.873,16.757,15.413,14.253,13.080,11.833,10.522,9.251,7.897,6.542,5.031,3.624,2.228,0.911,-0.451,-1.659,-2.863,-4.210,-5.602,-6.964,-8.340,-9.482,-10.574,-11.683,-13.052,-14.524,-15.880,-17.169,-18.500,-19.999,-21.585,-23.333,-24.979,20000,10000,-4.793000000000001
618,2018-08-02 10:00:53,11,30.600,71.100,1001.700,-2.73,0,4.677,0.147,5.998,30.600,30.378,30.113,29.796,29.451,29.183,28.938,28.687,28.381,28.135,27.815,27.466,27.021,26.622,26.175,25.714,25.140,24.611,24.106,23.646,23.111,22.536,21.948,21.392,20.885,20.058,18.833,17.401,15.998,14.606,13.126,11.709,10.241,8.730,7.229,5.655,4.126,2.681,1.372,-0.017,-1.377,-2.743,-4.132,-5.590,-7.060,-8.510,-9.672,-10.897,-12.162,-13.479,-14.982,-16.536,-18.052,-19.529,-21.190,-22.909,-24.704,-26.464,20000,10000,-5.452
622,2018-08-02 10:04:45,11,30.500,69.000,1001.700,-0.81,0,4.678,0.164,5.530,30.500,29.972,29.550,29.116,28.639,28.265,27.931,27.594,27.141,26.773,26.297,25.778,25.154,24.628,24.022,23.431,22.712,22.042,21.402,20.924,20.381,19.777,19.170,18.623,18.165,17.433,16.391,15.136,13.911,12.767,11.573,10.399,9.137,7.778,6.370,4.875,3.466,2.085,0.769,-0.649,-1.994,-3.324,-4.705,-6.102,-7.502,-8.915,-10.099,-11.206,-12.349,-13.664,-15.122,-16.546,-17.871,-19.160,-20.562,-22.164,-23.916,-25.487,20000,10000,-4.666
626,2018-08-02 10:08:39,11,30.000,70.800,1001.700,-1.43,0,4.734,0.158,5.580,30.000,29.619,29.259,28.877,28.482,28.149,27.854,27.550,27.189,26.879,26.484,26.014,25.457,24.963,24.430,23.872,23.209,22.575,21.971,21.457,20.887,20.286,19.670,19.085,18.577,17.778,16.618,15.250,13.972,12.732,11.453,10.179,8.837,7.419,5.999,4.513,3.100,1.712,0.380,-1.003,-2.334,-3.652,-5.014,-6.446,-7.911,-9.351,-10.527,-11.714,-12.929,-14.252,-15.694,-17.168,-18.580,-20.000,-21.521,-23.148,-24.846,-26.531,20000,10000,-5.045999999999999
630,2018-08-02 10:12:32,11,30.100,70.500,1001.800,-1.49,0,4.713,0.160,5.517,30.100,29.617,29.212,28.796,28.355,27.996,27.673,27.343,26.924,26.578,26.119,25.590,24.958,24.411,23.798,23.174,22.435,21.735,21.063,20.526,19.932,19.315,18.674,18.084,17.571,16.797,15.676,14.360,13.143,11.996,10.804,9.591,8.305,6.935,5.559,4.091,2.696,1.323,0.010,-1.397,-2.735,-4.055,-5.423,-6.870,-8.315,-9.754,-10.939,-12.105,-13.297,-14.609,-16.035,-17.470,-18.848,-20.192,-21.614,-23.188,-24.872,-26.457,20000,10000,-4.801
634,2018-08-02 10:16:24,11,30.700,68.900,1001.800,25.49,0,4.749,0.180,0.649,30.700,30.156,29.724,29.289,28.803,28.425,28.081,27.735,27.261,26.878,26.369,25.817,25.147,24.566,23.901,23.251,22.473,21.730,21.018,20.492,19.893,19.267,18.611,18.038,17.548,16.800,15.712,14.426,13.251,12.136,10.962,9.764,8.524,7.169,5.799,4.315,2.925,1.542,0.233,-1.191,-2.528,-3.852,-5.234,-6.672,-8.076,-9.501,-10.687,-11.822,-12.978,-14.306,-15.742,-17.132,-18.459,-19.747,-21.118,-22.680,-24.401,-25.920,20000,10000,-4.6640000000000015
638,2018-08-02 10:20:18,11,30.600,71.200,1001.800,17.69,0,4.746,0.166,1.985,30.600,30.060,29.637,29.205,28.718,28.345,28.000,27.663,27.190,26.828,26.344,25.820,25.191,24.667,24.061,23.484,22.790,22.122,21.476,21.019,20.489,19.901,19.289,18.746,18.294,17.587,16.545,15.286,14.082,12.952,11.752,10.564,9.315,7.961,6.569,5.065,3.648,2.263,0.959,-0.445,-1.751,-3.055,-4.450,-5.864,-7.244,-8.648,-9.819,-10.914,-12.031,-13.356,-14.835,-16.248,-17.553,-18.813,-20.215,-21.816,-23.593,-25.152,20000,10000,-4.635
642,2018-08-02 10:24:10,11,30.800,69.800,1001.800,23.03,0,4.655,0.171,1.129,30.800,30.325,29.937,29.529,29.069,28.718,28.396,28.076,27.631,27.281,26.812,26.312,25.695,25.165,24.555,23.956,23.230,22.540,21.880,21.380,20.803,20.189,19.552,18.988,18.502,17.741,16.625,15.302,14.068,12.883,11.627,10.380,9.099,7.702,6.287,4.768,3.336,1.929,0.619,-0.798,-2.143,-3.484,-4.883,-6.334,-7.752,-9.190,-10.370,-11.521,-12.690,-14.030,-15.504,-16.933,-18.286,-19.603,-21.037,-22.641,-24.399,-25.975,20000,10000,-4.8580000000000005
646,2018-08-02 10:28:03,11,30.300,70.100,1001.700,-0.03,0,4.636,0.161,5.425,30.300,29.972,29.648,29.289,28.906,28.600,28.325,28.044,27.697,27.411,27.042,26.631,26.122,25.678,25.183,24.674,24.049,23.471,22.922,22.445,21.902,21.315,20.720,20.159,19.658,18.854,17.687,16.315,14.977,13.675,12.308,10.984,9.592,8.140,6.679,5.148,3.674,2.260,0.942,-0.448,-1.797,-3.142,-4.525,-5.960,-7.416,-8.850,-10.019,-11.207,-12.440,-13.756,-15.231,-16.739,-18.194,-19.620,-21.193,-22.864,-24.623,-26.326,20000,10000,-5.1789999999999985
650,2018-08-02 10:31:57,11,30.800,68.900,1001.700,23.44,0,4.611,0.154,0.840,30.800,30.064,29.550,29.032,28.440,27.998,27.606,27.215,26.632,26.180,25.593,24.984,24.270,23.716,23.032,22.417,21.657,20.961,20.281,19.882,19.424,18.840,18.266,17.781,17.430,16.826,15.994,14.917,13.773,12.779,11.737,10.745,9.613,8.344,6.949,5.464,4.083,2.726,1.412,-0.040,-1.389,-2.717,-4.123,-5.455,-6.763,-8.145,-9.339,-10.320,-11.339,-12.657,-14.146,-15.506,-16.674,-17.772,-19.005,-20.578,-22.403,-23.854,20000,10000,-4.047000000000001
654,2018-08-02 10:35:50,11,30.500,69.900,1001.600,14.13,0,4.568,0.163,2.813,30.500,30.035,29.647,29.236,28.788,28.440,28.127,27.810,27.390,27.051,26.611,26.130,25.550,25.060,24.497,23.944,23.266,22.635,22.029,21.558,21.024,20.429,19.830,19.282,18.817,18.066,16.989,15.698,14.432,13.231,11.972,10.754,9.453,8.062,6.629,5.120,3.687,2.296,0.981,-0.433,-1.781,-3.115,-4.502,-5.914,-7.326,-8.745,-9.918,-11.046,-12.213,-13.530,-14.997,-16.448,-17.813,-19.139,-20.595,-22.225,-23.997,-25.610,20000,10000,-4.834999999999999
658,2018-08-02 10:39:43,11,30.600,69.200,1001.400,-2.65,0,4.530,0.145,5.911,30.600,30.299,29.992,29.643,29.268,28.972,28.707,28.436,28.097,27.816,27.452,27.054,26.554,26.114,25.626,25.116,24.486,23.904,23.353,22.867,22.309,21.709,21.106,20.544,20.042,19.215,18.018,16.619,15.262,13.916,12.504,11.158,9.757,8.276,6.780,5.228,3.746,2.318,0.995,-0.402,-1.769,-3.135,-4.522,-5.976,-7.452,-8.901,-10.061,-11.268,-12.519,-13.849,-15.332,-16.842,-18.307,-19.761,-21.363,-23.043,-24.808,-26.530,20000,10000,-5.2989999999999995
662,2018-08-02 10:43:35,11,30.800,68.600,1001.400,23.36,0,4.540,0.156,0.940,30.800,30.216,29.767,29.312,28.813,28.423,28.078,27.721,27.230,26.822,26.278,25.680,24.961,24.351,23.640,22.934,22.079,21.279,20.505,19.942,19.313,18.655,17.972,17.380,16.889,16.139,15.066,13.797,12.641,11.571,10.461,9.329,8.127,6.783,5.419,3.956,2.592,1.224,-0.094,-1.540,-2.915,-4.261,-5.650,-7.094,-8.510,-9.948,-11.150,-12.282,-13.430,-14.748,-16.164,-17.541,-18.847,-20.103,-21.396,-22.913,-24.595,-26.080,20000,10000,-4.568
666,2018-08-02 10:47:28,11,30.700,69.600,1001.400,-0.97,0,4.572,0.151,5.545,30.700,30.221,29.831,29.418,28.966,28.614,28.305,27.985,27.556,27.204,26.742,26.239,25.628,25.113,24.511,23.915,23.178,22.505,21.850,21.347,20.781,20.163,19.532,18.964,18.485,17.723,16.630,15.328,14.062,12.884,11.656,10.454,9.163,7.767,6.345,4.841,3.412,2.021,0.708,-0.720,-2.098,-3.456,-4.851,-6.276,-7.696,-9.129,-10.321,-11.455,-12.622,-13.927,-15.386,-16.832,-18.187,-19.489,-20.890,-22.485,-24.223,-25.807,20000,10000,-4.838999999999999
670,2018-08-02 10:51:21,11,30.700,68.700,1001.400,-2.43,0,4.563,0.146,5.788,30.700,30.166,29.747,29.314,28.835,28.464,28.136,27.802,27.342,26.967,26.472,25.937,25.290,24.750,24.118,23.496,22.728,22.027,21.348,20.842,20.272,19.649,19.014,18.451,17.981,17.237,16.176,14.911,13.683,12.550,11.368,10.208,8.952,7.580,6.175,4.684,3.273,1.891,0.580,-0.848,-2.223,-3.577,-4.972,-6.389,-7.800,-9.223,-10.412,-11.527,-12.677,-13.981,-15.433,-16.854,-18.180,-19.448,-20.812,-22.391,-24.127,-25.665,20000,10000,-4.686999999999998
674,2018-08-02 10:55:15,11,31.200,69.000,1001.300,-3.03,0,4.537,0.150,6.021,31.200,30.712,30.325,29.911,29.440,29.092,28.781,28.466,28.015,27.657,27.185,26.701,26.102,25.603,25.003,24.430,23.705,23.051,22.411,21.944,21.400,20.788,20.168,19.627,19.176,18.433,17.364,16.081,14.802,13.603,12.335,11.132,9.847,8.443,6.993,5.459,4.005,2.599,1.295,-0.147,-1.534,-2.909,-4.319,-5.732,-7.119,-8.541,-9.725,-10.835,-11.982,-13.293,-14.777,-16.211,-17.548,-18.816,-20.221,-21.839,-23.641,-25.205,20000,10000,-4.83
678,2018-08-02 10:59:08,11,30.900,67.200,1001.300,-3.46,0,4.429,0.151,5.952,30.900,30.479,30.115,29.724,29.295,28.962,28.671,28.369,27.969,27.630,27.185,26.711,26.122,25.619,25.026,24.422,23.664,22.990,22.342,21.809,21.214,20.573,19.934,19.355,18.853,18.044,16.899,15.555,14.240,13.002,11.719,10.477,9.142,7.708,6.246,4.725,3.273,1.860,0.533,-0.904,-2.326,-3.732,-5.131,-6.570,-8.024,-9.478,-10.678,-11.848,-13.063,-14.368,-15.827,-17.293,-18.699,-20.055,-21.492,-23.097,-24.819,-26.426,20000,10000,-5.042
682,2018-08-02 11:03:01,11,31.100,70.200,1001.300,7.55,0,4.479,0.148,3.949,31.100,30.496,30.047,29.586,29.070,28.681,28.335,27.976,27.462,27.050,26.492,25.894,25.176,24.577,23.857,23.167,22.320,21.535,20.755,20.221,19.622,18.979,18.301,17.721,17.253,16.537,15.498,14.248,13.082,12.029,10.925,9.811,8.618,7.278,5.915,4.441,3.057,1.688,0.386,-1.080,-2.463,-3.811,-5.214,-6.652,-8.032,-9.464,-10.669,-11.771,-12.883,-14.193,-15.626,-16.998,-18.275,-19.469,-20.723,-22.241,-23.964,-25.421,20000,10000,-4.507999999999999
686,2018-08-02 11:06:54,11,30.600,70.000,1001.300,16.26,0,4.531,0.142,2.137,30.600,30.056,29.631,29.193,28.716,28.344,28.016,27.675,27.214,26.839,26.337,25.782,25.116,24.556,23.906,23.263,22.478,21.752,21.045,20.521,19.934,19.302,18.651,18.074,17.595,16.847,15.777,14.503,13.296,12.182,11.021,9.868,8.630,7.270,5.881,4.401,3.007,1.635,0.328,-1.108,-2.476,-3.821,-5.209,-6.647,-8.062,-9.499,-10.690,-11.821,-12.972,-14.282,-15.719,-17.133,-18.458,-19.728,-21.073,-22.628,-24.340,-25.878,20000,10000,-4.665000000000001
690,2018-08-02 11:10:48,11,31.000,69.400,1001.300,24.92,0,4.623,0.253,0.815,31.000,30.448,30.020,29.588,29.091,28.711,28.357,28.017,27.533,27.161,26.678,26.162,25.540,25.009,24.400,23.833,23.158,22.495,21.857,21.416,20.894,20.311,19.697,19.162,18.723,18.025,16.985,15.731,14.538,13.388,12.166,10.964,9.724,8.372,6.974,5.453,4.034,2.645,1.344,-0.050,-1.329,-2.606,-3.984,-5.361,-6.708,-8.084,-9.234,-10.296,-11.393,-12.724,-14.203,-15.573,-16.844,-18.095,-19.520,-21.118,-22.910,-24.479,20000,10000,-4.636999999999999
694,2018-08-02 11:14:41,11,30.700,70.300,1001.300,17.83,0,4.533,0.174,1.630,30.700,30.044,29.563,29.089,28.562,28.152,27.783,27.408,26.878,26.455,25.874,25.231,24.469,23.827,23.081,22.356,21.487,20.664,19.859,19.304,18.680,18.036,17.343,16.753,16.268,15.560,14.519,13.290,12.192,11.198,10.156,9.065,7.908,6.601,5.282,3.836,2.489,1.142,-0.148,-1.584,-2.923,-4.235,-5.618,-7.069,-8.456,-9.880,-11.071,-12.178,-13.288,-14.596,-16.008,-17.356,-18.619,-19.814,-21.066,-22.559,-24.238,-25.669,20000,10000,-4.362
698,2018-08-02 11:18:34,11,30.900,68.500,1001.300,-1.03,0,4.479,0.156,5.527,30.900,30.495,30.143,29.764,29.343,29.020,28.728,28.432,28.035,27.708,27.272,26.808,26.227,25.721,25.141,24.551,23.820,23.151,22.509,21.982,21.380,20.751,20.102,19.521,19.009,18.197,17.012,15.641,14.345,13.089,11.768,10.480,9.144,7.696,6.248,4.719,3.264,1.843,0.536,-0.880,-2.262,-3.644,-5.039,-6.512,-7.963,-9.419,-10.593,-11.786,-13.010,-14.332,-15.796,-17.253,-18.667,-20.038,-21.525,-23.144,-24.882,-26.488,20000,10000,-5.107999999999999
702,2018-08-02 11:22:27,11,30.700,68.600,1001.300,19.2,0,4.562,0.156,1.672,30.700,30.139,29.711,29.270,28.777,28.403,28.067,27.729,27.254,26.876,26.372,25.838,25.189,24.650,24.021,23.411,22.657,21.966,21.304,20.821,20.265,19.648,19.025,18.481,18.028,17.298,16.259,15.021,13.810,12.678,11.487,10.337,9.105,7.745,6.332,4.832,3.420,2.035,0.734,-0.689,-2.046,-3.399,-4.793,-6.214,-7.605,-9.026,-10.199,-11.309,-12.452,-13.768,-15.231,-16.640,-17.953,-19.209,-20.589,-22.181,-23.946,-25.478,20000,10000,-4.619999999999997
706,2018-08-02 11:26:20,11,31.200,67.600,1001.200,1.95,0,4.463,0.154,5.019,31.200,30.654,30.230,29.789,29.295,28.922,28.596,28.258,27.781,27.386,26.868,26.326,25.665,25.112,24.445,23.800,22.991,22.264,21.550,21.033,20.450,19.809,19.161,18.599,18.140,17.393,16.343,15.081,13.846,12.710,11.531,10.388,9.147,7.771,6.347,4.849,3.439,2.052,0.735,-0.729,-2.140,-3.524,-4.925,-6.336,-7.730,-9.160,-10.362,-11.469,-12.613,-13.919,-15.364,-16.764,-18.076,-19.323,-20.646,-22.212,-23.959,-25.469,20000,10000,-4.683
710,2018-08-02 11:30:13,11,31.000,68.200,1001.100,13.36,0,4.470,0.154,2.676,31.000,30.409,29.965,29.511,29.005,28.622,28.283,27.931,27.432,27.026,26.478,25.893,25.180,24.585,23.879,23.187,22.330,21.551,20.791,20.248,19.633,18.977,18.299,17.722,17.242,16.498,15.440,14.190,13.012,11.934,10.805,9.684,8.481,7.131,5.747,4.265,2.877,1.503,0.203,-1.253,-2.646,-4.012,-5.412,-6.857,-8.259,-9.694,-10.891,-12.012,-13.154,-14.463,-15.894,-17.275,-18.576,-19.803,-21.089,-22.614,-24.325,-25.796,20000,10000,-4.564000000000002
